transaction_id,user_id,age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
TXN06776,U06776,24.0,Female,6.27,1.17,2.85,1.54,8.6,124.0,177,8.27,High,No,Mild,0
TXN06777,U06777,19.0,Male,11.08,1.22,3.9,5.99,8.66,234.0,38,11.7,Low,Yes,Moderate,1
TXN06778,U06778,20.0,Female,3.73,3.74,1.8,3.84,7.41,233.0,80,5.08,Medium,No,Mild,0
TXN06779,U06779,23.0,Male,8.89,2.17,2.03,1.61,6.46,76.0,129,10.67,High,Yes,Moderate,1
TXN06780,U06780,19.0,Male,10.36,2.86,1.94,1.28,5.42,144.0,151,11.89,High,No,Moderate,1
TXN06781,U06781,35.0,Male,4.72,4.45,2.97,4.79,,190.0,106,6.87,High,Yes,Severe,1
TXN06782,U06782,29.0,Other,5.33,5.06,2.6,2.78,4.92,164.0,147,8.09,High,Yes,Moderate,1
TXN06783,U06783,23.0,Male,9.55,2.88,3.76,1.32,5.07,186.0,104,11.54,High,No,Severe,1
TXN06784,U06784,21.0,,11.01,5.18,2.87,2.57,5.13,226.0,101,11.88,High,No,Moderate,1
TXN06785,U06785,22.0,Male,8.92,0.83,3.34,3.26,5.63,221.0,79,10.97,High,Yes,Severe,1
TXN06786,U06786,20.0,Other,5.05,1.09,3.13,4.19,6.01,126.0,156,5.56,,Yes,Mild,0
TXN06787,U06787,25.0,Female,6.74,2.37,3.62,2.55,7.66,109.0,135,7.25,High,No,Mild,0
TXN06788,U06788,34.0,Female,10.48,1.67,3.22,4.53,8.88,202.0,134,11.63,Medium,No,Moderate,1
TXN06789,U06789,26.0,Male,4.09,3.81,2.14,2.05,4.52,163.0,35,4.63,High,Yes,,0
TXN06790,U06790,,Female,9.55,4.59,0.33,2.95,6.38,82.0,111,11.03,Low,Yes,Moderate,1
TXN06791,U06791,21.0,Other,3.12,5.85,3.13,1.58,7.8,224.0,56,3.88,High,No,Moderate,1
TXN06792,U06792,29.0,Male,6.23,4.6,0.1,4.71,8.02,148.0,33,8.69,Medium,Yes,Moderate,1
TXN06793,U06793,34.0,Other,7.78,3.48,1.35,4.21,8.02,186.0,139,9.68,,No,Moderate,1
TXN06794,U06794,24.0,Female,9.56,-1.08,0.92,4.92,7.1,153.0,116,10.06,Low,Yes,Moderate,1
TXN06795,U06795,30.0,Male,11.4,1.61,3.88,4.41,8.4,44.0,179,12.75,Medium,No,Severe,1
TXN06796,U06796,24.0,Other,9.66,2.24,0.19,1.12,4.96,101.0,27,11.57,High,Yes,Severe,1
TXN06797,U06797,29.0,Male,11.41,1.04,0.53,5.98,4.65,187.0,53,13.65,Medium,Yes,Moderate,1
TXN06798,U06798,31.0,Male,8.76,3.07,3.75,1.96,5.7,202.0,96,10.01,Medium,No,Severe,1
TXN06799,U06799,22.0,Other,10.29,1.26,1.2,3.47,8.57,62.0,45,12.62,Low,Yes,,1
TXN06800,U06800,34.0,Other,9.99,5.16,1.62,4.24,7.14,53.0,137,10.49,High,No,Moderate,1
TXN06801,U06801,30.0,Female,11.37,1.08,3.05,0.96,8.06,,133,14.23,High,Yes,Moderate,1
TXN06802,U06802,34.0,Male,3.43,1.4,3.86,3.32,7.75,106.0,146,5.09,Medium,No,Mild,0
TXN06803,U06803,22.0,Female,10.57,0.59,0.99,1.92,7.71,155.0,146,11.66,Medium,Yes,Moderate,1
TXN06804,U06804,,Female,8.9,1.44,2.98,1.36,7.33,199.0,107,9.81,Medium,Yes,Moderate,1
TXN06805,U06805,27.0,Male,6.79,1.76,3.68,1.44,4.84,177.0,79,8.49,Low,Yes,Moderate,1
TXN06806,U06806,25.0,Female,11.07,2.6,3.25,5.95,7.71,,19,13.83,High,Yes,Moderate,1
TXN06807,U06807,31.0,Female,4.37,3.2,2.02,2.4,6.58,63.0,70,6.5,High,Yes,,0
TXN06808,U06808,33.0,Male,11.75,5.64,3.95,5.97,5.19,46.0,47,14.72,Medium,No,Moderate,1
TXN06809,U06809,,Other,7.07,1.79,1.49,5.75,6.84,93.0,146,8.18,Low,No,Moderate,1
TXN06810,U06810,31.0,Male,5.44,1.19,1.69,0.65,7.16,,179,6.49,Low,Yes,,0
TXN06811,U06811,20.0,Other,7.32,3.23,0.92,4.59,7.88,184.0,75,8.35,High,No,Moderate,1
TXN06812,U06812,20.0,Female,7.26,4.47,3.3,5.14,6.64,179.0,96,9.15,High,Yes,Severe,1
TXN06813,U06813,34.0,Female,8.89,2.58,0.21,5.17,7.43,161.0,105,11.6,Low,No,Severe,1
TXN06814,U06814,31.0,Other,4.89,2.66,0.7,1.57,6.99,39.0,26,7.05,Low,No,Mild,0
TXN06815,U06815,18.0,Other,11.44,2.0,3.58,2.53,7.5,33.0,70,12.73,High,Yes,Moderate,1
TXN06816,U06816,35.0,Other,3.22,2.37,1.29,3.14,6.98,143.0,166,4.44,Medium,Yes,,0
TXN06817,U06817,29.0,Other,4.05,2.04,1.64,2.2,8.62,186.0,53,6.99,Medium,No,Mild,0
TXN06818,U06818,21.0,Other,8.58,0.72,1.0,2.03,7.37,231.0,118,9.4,Medium,Yes,Severe,1
TXN06819,U06819,33.0,Other,5.45,3.04,2.12,3.83,6.11,220.0,155,6.53,Medium,Yes,Mild,0
TXN06820,U06820,24.0,Male,10.23,4.57,0.45,1.26,7.92,36.0,42,12.1,Low,No,Severe,1
TXN06821,U06821,31.0,Female,3.94,3.59,2.32,2.84,5.64,246.0,86,4.5,High,Yes,,0
TXN06822,U06822,33.0,Other,9.0,4.87,0.53,1.28,7.26,146.0,151,11.5,Low,Yes,Severe,1
TXN06823,U06823,23.0,Female,9.12,4.44,3.26,5.03,,212.0,164,10.97,,Yes,Severe,1
TXN06824,U06824,25.0,Other,4.46,3.23,1.87,0.68,6.18,226.0,27,7.25,Low,No,,0
TXN06825,U06825,20.0,Male,9.97,3.96,2.38,1.29,8.53,141.0,124,11.49,Medium,Yes,Severe,1
TXN06826,U06826,26.0,,9.84,4.08,1.42,2.91,5.81,,29,10.61,High,No,Severe,1
TXN06827,U06827,29.0,Other,6.14,2.34,3.37,1.25,5.29,37.0,131,8.07,Medium,Yes,Mild,0
TXN06828,U06828,30.0,Male,5.32,4.44,2.88,0.91,4.84,23.0,52,7.32,Medium,Yes,Severe,1
TXN06829,U06829,19.0,Male,10.57,5.75,2.29,2.48,6.03,93.0,126,12.51,Medium,Yes,Severe,1
TXN06830,U06830,26.0,Other,4.28,2.2,0.84,3.9,4.95,135.0,108,7.01,Low,Yes,,0
TXN06831,U06831,30.0,Other,3.6,1.27,2.56,5.5,5.77,118.0,104,6.41,Medium,Yes,Mild,0
TXN06832,U06832,24.0,Other,7.25,1.87,0.54,1.78,6.78,71.0,154,9.28,Medium,No,Moderate,1
TXN06833,U06833,26.0,Other,6.89,5.02,2.87,5.22,6.67,124.0,143,9.36,High,No,Severe,1
TXN06834,U06834,22.0,Other,8.76,2.23,2.45,1.59,8.59,210.0,109,10.68,Low,Yes,Severe,1
TXN06835,U06835,18.0,Female,10.9,4.73,2.36,4.22,7.35,243.0,85,12.63,High,No,Moderate,1
TXN06836,U06836,25.0,Male,7.89,1.22,2.2,2.74,5.94,238.0,165,8.76,Low,No,NONE,0
TXN06837,U06837,33.0,Female,6.23,5.78,3.21,1.53,8.59,88.0,67,7.16,Medium,No,Moderate,1
TXN06838,U06838,31.0,Male,7.61,5.3,2.74,2.1,7.25,195.0,37,9.62,Medium,Yes,Moderate,1
TXN06839,U06839,28.0,Female,9.68,5.89,0.08,1.91,6.98,230.0,169,11.7,Low,Yes,Moderate,1
TXN06840,U06840,27.0,Other,8.55,3.81,2.87,3.54,7.08,149.0,56,11.25,Medium,No,Severe,1
TXN06841,U06841,26.0,Other,6.22,4.04,3.87,2.68,5.47,166.0,47,8.57,Low,Yes,Moderate,1
TXN06842,U06842,30.0,Other,3.6,3.06,2.98,5.58,4.64,38.0,18,,Low,No,,0
TXN06843,U06843,22.0,Female,4.2,4.28,3.84,3.69,5.87,117.0,140,5.56,,No,Moderate,1
TXN06844,U06844,30.0,Other,10.44,4.4,3.73,1.19,6.72,91.0,35,11.14,Medium,Yes,Severe,1
TXN06845,U06845,27.0,Other,6.07,2.68,3.35,0.94,5.88,123.0,43,9.03,Medium,No,Moderate,1
TXN06846,U06846,30.0,Other,8.25,3.93,0.45,3.86,7.98,199.0,167,10.48,High,Yes,Severe,1
TXN06847,U06847,24.0,Female,8.11,1.35,0.87,2.75,5.85,68.0,26,10.4,Medium,Yes,,1
TXN06848,U06848,26.0,Female,9.67,1.25,3.49,1.96,6.86,242.0,128,12.15,Low,Yes,Moderate,1
TXN06849,U06849,21.0,Other,11.37,1.65,2.78,4.75,7.55,49.0,175,14.13,Low,No,Moderate,1
TXN06850,U06850,24.0,Other,5.99,2.4,2.42,2.9,7.11,86.0,86,7.66,,Yes,Mild,0
TXN06851,U06851,23.0,Male,10.35,5.37,1.44,2.34,5.04,136.0,57,11.67,Medium,No,Severe,1
TXN06852,U06852,23.0,Other,7.44,3.58,0.73,4.13,5.15,48.0,93,9.08,Low,Yes,Mild,0
TXN06853,U06853,26.0,Female,4.57,0.59,3.56,4.05,4.7,242.0,146,5.79,Medium,Yes,Mild,0
TXN06854,U06854,23.0,Other,6.76,5.46,2.28,1.69,7.34,218.0,129,8.86,High,No,Moderate,1
TXN06855,U06855,21.0,Female,7.66,3.73,1.53,5.42,5.18,132.0,43,9.45,Medium,Yes,Mild,0
TXN06856,U06856,31.0,Male,5.24,2.41,3.02,0.8,8.3,113.0,178,6.93,Low,No,,0
TXN06857,U06857,23.0,Male,8.77,5.55,0.66,3.39,,119.0,58,9.94,Low,Yes,Moderate,1
TXN06858,U06858,34.0,Other,3.46,4.27,0.78,3.4,6.27,31.0,67,6.12,,No,Severe,1
TXN06859,U06859,28.0,Other,8.88,4.9,1.36,3.55,5.67,227.0,48,9.88,High,Yes,Severe,1
TXN06860,U06860,18.0,,3.13,2.72,1.65,5.82,7.7,53.0,108,4.99,Medium,Yes,,0
TXN06861,U06861,24.0,Other,10.76,4.41,2.33,3.7,6.09,34.0,107,13.28,High,No,Moderate,1
TXN06862,U06862,22.0,Male,4.18,3.97,2.97,3.65,8.44,119.0,133,6.98,High,No,,0
TXN06863,U06863,18.0,Other,6.25,3.28,3.98,5.45,8.04,140.0,104,8.96,Low,Yes,Mild,0
TXN06864,U06864,25.0,Male,9.07,5.76,0.61,5.0,6.63,62.0,159,11.59,High,No,Moderate,1
TXN06865,U06865,22.0,Female,6.93,3.29,2.16,2.09,6.29,206.0,78,9.82,Medium,No,Mild,0
TXN06866,U06866,,Female,11.37,2.84,2.5,4.0,5.77,227.0,138,13.34,Low,No,Moderate,1
TXN06867,U06867,33.0,Male,8.65,1.16,3.98,1.77,5.25,133.0,57,11.33,Medium,No,Severe,1
TXN06868,U06868,28.0,Male,7.15,1.67,2.95,4.68,7.81,155.0,88,8.35,Medium,No,Moderate,1
TXN06869,U06869,19.0,Male,9.95,1.57,0.69,2.51,7.97,208.0,67,12.89,Low,No,Moderate,1
TXN06870,U06870,19.0,Other,10.88,1.11,1.92,5.26,6.73,49.0,174,11.6,Low,No,,1
TXN06871,U06871,30.0,Male,3.38,1.28,3.9,4.12,5.13,231.0,43,5.57,High,Yes,Mild,0
TXN06872,U06872,30.0,Female,6.18,5.01,1.34,4.65,6.14,176.0,78,8.28,Low,No,Severe,1
TXN06873,U06873,25.0,Other,4.86,3.97,0.66,1.47,5.35,20.0,156,6.08,High,No,,0
TXN06874,U06874,20.0,Male,3.72,0.66,2.06,3.35,7.41,53.0,44,5.31,High,No,,0
TXN06875,U06875,22.0,Female,7.01,3.38,2.04,1.71,5.96,99.0,92,8.85,Medium,Yes,Mild,0
TXN06876,U06876,23.0,Male,6.84,1.23,3.51,0.95,7.4,249.0,100,8.36,High,Yes,Mild,0
TXN06877,U06877,20.0,Other,4.63,3.25,1.23,2.18,6.49,186.0,105,5.85,Low,No,,0
TXN06878,U06878,18.0,Female,7.4,3.5,0.27,1.35,5.64,172.0,65,9.61,High,No,,0
TXN06879,U06879,29.0,Female,3.89,5.15,2.63,5.71,,67.0,18,5.22,Medium,Yes,Severe,1
TXN06880,U06880,34.0,Other,6.28,0.77,2.09,4.66,6.58,183.0,88,7.15,Low,Yes,Moderate,1
TXN06881,U06881,,Female,8.06,5.09,0.45,4.48,5.31,22.0,158,10.67,High,Yes,Moderate,1
TXN06882,U06882,32.0,Female,5.05,3.99,0.68,0.75,6.32,205.0,74,6.08,High,Yes,Mild,0
TXN06883,U06883,28.0,Female,4.13,2.76,1.88,2.39,8.26,71.0,90,5.12,Low,No,,0
TXN06884,U06884,19.0,Female,4.25,2.83,0.33,1.83,5.74,100.0,100,5.95,High,No,,0
TXN06885,U06885,26.0,Female,8.2,1.38,0.33,0.75,6.81,70.0,138,10.12,High,No,Moderate,1
TXN06886,U06886,20.0,F,8.96,3.36,1.46,3.02,6.97,113.0,125,11.57,Medium,Yes,Moderate,1
TXN06887,U06887,22.0,Male,5.92,1.83,3.64,0.69,8.45,75.0,62,8.62,Low,No,,0
TXN06888,U06888,,Other,3.26,2.11,2.77,1.21,5.79,109.0,36,6.25,Medium,Yes,Mild,0
TXN06889,U06889,26.0,Male,11.55,2.25,2.01,1.8,8.6,104.0,73,14.26,High,No,Moderate,1
TXN06890,U06890,19.0,Female,6.37,3.52,0.75,4.16,5.4,225.0,159,8.6,Medium,No,Moderate,1
TXN06891,U06891,32.0,Male,10.8,4.43,3.43,2.2,5.48,73.0,55,13.57,Low,No,Moderate,1
TXN06892,U06892,22.0,Male,9.22,2.09,1.59,3.13,8.58,51.0,142,11.29,High,Yes,Moderate,1
TXN06893,U06893,30.0,Female,6.31,0.95,0.32,0.93,6.68,230.0,90,8.68,High,No,Moderate,1
TXN06894,U06894,34.0,Female,5.76,2.59,2.32,3.81,8.42,99.0,73,7.21,Low,Yes,,0
TXN06895,U06895,21.0,Female,9.06,1.12,3.5,1.52,4.76,212.0,158,9.73,Low,No,Moderate,1
TXN06896,U06896,19.0,Male,9.71,5.23,2.88,2.7,5.38,220.0,46,11.34,High,Yes,Moderate,1
TXN06897,U06897,30.0,Other,10.58,1.83,2.37,5.54,8.11,131.0,163,12.53,High,Yes,,1
TXN06898,U06898,32.0,Female,9.68,0.59,3.55,4.52,6.0,157.0,150,10.79,Low,Yes,Severe,1
TXN06899,U06899,18.0,Other,4.39,5.94,0.98,2.72,5.71,27.0,71,5.77,High,Yes,Moderate,1
TXN06900,U06900,20.0,Other,7.62,5.82,0.64,1.18,4.73,35.0,61,8.92,Low,Yes,Moderate,1
TXN06901,U06901,18.0,Female,10.6,2.07,2.5,2.91,8.74,110.0,177,11.92,Low,No,Severe,1
TXN06902,U06902,26.0,Female,10.97,2.28,3.12,4.78,8.27,195.0,17,12.84,Medium,No,Severe,1
TXN06903,U06903,34.0,Other,6.91,2.14,1.93,3.32,5.31,105.0,23,8.39,Low,Yes,Mild,0
TXN06904,U06904,34.0,Female,5.8,5.53,1.3,5.42,,,121,6.52,High,Yes,Moderate,1
TXN06905,U06905,22.0,Other,11.25,1.97,1.1,4.58,8.37,52.0,83,12.3,Medium,Yes,Mild,1
TXN06906,U06906,21.0,Other,10.92,4.8,3.25,4.76,5.81,109.0,74,12.92,Medium,Yes,,1
TXN06907,U06907,29.0,Male,8.32,5.87,2.47,1.82,6.59,144.0,48,9.62,Medium,No,,1
TXN06908,U06908,31.0,Male,5.09,2.56,2.55,2.6,7.52,240.0,25,6.94,Medium,Yes,Mild,0
TXN06909,U06909,28.0,Female,7.93,5.17,1.88,1.39,5.31,184.0,140,9.47,Low,No,Moderate,1
TXN06910,U06910,34.0,Male,8.45,1.0,0.55,2.15,8.74,112.0,73,,Medium,Yes,Severe,1
TXN06911,U06911,19.0,Other,11.5,3.85,3.83,4.42,7.2,125.0,176,13.61,High,No,Moderate,1
TXN06912,U06912,18.0,Female,7.5,0.71,2.91,5.13,4.81,154.0,38,8.85,Medium,Yes,Mild,0
TXN06913,U06913,24.0,Male,6.25,1.29,1.34,3.75,6.4,99.0,64,7.41,High,No,Moderate,1
TXN06914,U06914,33.0,Male,5.06,3.84,2.53,1.02,4.91,238.0,53,7.57,,Yes,,0
TXN06915,U06915,35.0,Male,10.09,4.97,0.93,5.59,6.8,185.0,25,11.5,Low,Yes,Severe,1
TXN06916,U06916,28.0,Female,7.46,4.13,1.09,2.11,4.64,239.0,152,9.37,,Yes,Severe,1
TXN06917,U06917,23.0,Male,3.54,2.05,1.2,1.22,7.45,55.0,136,5.13,Medium,Yes,,0
TXN06918,U06918,33.0,Male,4.62,3.59,3.07,5.04,5.97,168.0,151,6.87,High,Yes,Mild,0
TXN06919,U06919,26.0,Other,7.76,3.79,2.43,3.4,6.74,142.0,53,10.55,Medium,Yes,Moderate,1
TXN06920,U06920,33.0,Other,9.67,0.9,1.6,5.46,7.66,244.0,103,10.83,High,Yes,Moderate,1
TXN06921,U06921,27.0,,9.73,3.24,0.67,2.93,5.67,234.0,79,11.79,High,Yes,Severe,1
TXN06922,U06922,21.0,Other,25.13,0.94,3.2,1.48,8.66,130.0,180,8.46,Low,Yes,Mild,0
TXN06923,U06923,29.0,Female,7.39,4.52,1.18,1.31,8.59,170.0,40,8.39,High,Yes,Severe,1
TXN06924,U06924,33.0,Female,5.61,5.16,3.32,2.59,8.7,96.0,52,6.26,High,No,Severe,1
TXN06925,U06925,27.0,Male,6.1,5.02,1.76,3.22,5.01,151.0,31,7.37,High,Yes,Moderate,1
TXN06926,U06926,23.0,,9.05,3.74,0.15,5.88,4.91,141.0,88,11.58,Medium,Yes,Severe,1
TXN06927,U06927,20.0,Other,8.56,2.29,2.09,3.32,5.07,23.0,125,10.36,High,Yes,Moderate,1
TXN06928,U06928,24.0,Other,6.01,4.76,3.24,1.89,5.33,89.0,127,9.01,,Yes,Moderate,1
TXN06929,U06929,33.0,Other,10.38,2.97,0.51,5.39,5.41,221.0,76,12.58,High,No,Severe,1
TXN06930,U06930,21.0,Other,10.63,0.59,2.41,1.49,8.85,53.0,17,12.53,Medium,No,Moderate,1
TXN06931,U06931,29.0,Male,3.57,4.37,2.49,1.96,6.15,166.0,58,4.96,High,No,Severe,1
TXN06932,U06932,28.0,OTHER,7.87,5.78,2.65,1.02,7.16,55.0,71,10.18,Low,Yes,NONE,1
TXN06933,U06933,28.0,Other,5.17,1.51,1.41,3.87,4.87,,106,7.65,Low,No,,0
TXN06934,U06934,31.0,Other,9.16,4.95,0.79,1.13,5.7,115.0,169,12.01,High,Yes,Moderate,1
TXN06935,U06935,33.0,Other,7.3,3.4,0.79,2.5,7.45,21.0,125,8.42,Low,No,Mild,0
TXN06936,U06936,34.0,Male,11.24,4.61,2.55,1.89,6.14,84.0,157,,High,Yes,Severe,1
TXN06937,U06937,31.0,Male,5.92,2.56,0.57,1.14,4.81,155.0,84,6.56,Medium,No,Mild,0
TXN06938,U06938,19.0,Other,5.63,5.54,1.79,5.41,5.3,76.0,64,7.13,Low,No,Moderate,1
TXN06939,U06939,31.0,Other,10.67,5.55,0.25,5.71,,228.0,75,,High,No,Moderate,1
TXN06940,U06940,27.0,Female,3.51,5.69,3.51,4.56,7.34,231.0,88,5.83,Medium,Yes,Moderate,1
TXN06941,U06941,27.0,Female,11.31,5.11,0.91,5.49,6.32,165.0,148,14.2,High,No,Severe,1
TXN06942,U06942,27.0,Other,4.86,0.99,0.66,2.02,7.54,117.0,19,6.74,,No,,0
TXN06943,U06943,33.0,Female,6.56,1.5,0.49,5.52,4.83,157.0,41,,Low,No,Mild,0
TXN06944,U06944,35.0,Female,10.07,1.53,0.86,5.91,7.35,103.0,16,12.96,Low,Yes,Severe,1
TXN06945,U06945,22.0,Male,10.5,4.19,3.13,5.55,6.88,,121,12.49,Medium,No,Severe,1
TXN06946,U06946,27.0,Other,8.11,1.85,1.59,5.87,6.96,223.0,136,9.91,High,No,Moderate,1
TXN06947,U06947,20.0,Male,10.6,3.62,1.5,5.95,6.71,126.0,23,12.71,Low,No,Moderate,1
TXN06948,U06948,27.0,Female,6.68,5.8,0.65,3.8,6.22,156.0,37,8.27,Medium,Yes,Moderate,1
TXN06949,U06949,26.0,Male,7.93,0.82,2.37,0.73,7.7,26.0,62,10.77,Medium,Yes,Mild,0
TXN06950,U06950,19.0,Male,10.19,5.02,2.59,4.12,7.67,42.0,93,11.76,High,No,Moderate,1
TXN06951,U06951,20.0,Female,4.2,2.76,2.39,0.97,5.62,56.0,46,5.4,Medium,No,,0
TXN06952,U06952,23.0,Female,9.25,2.16,0.91,3.46,5.38,234.0,62,11.9,Low,Yes,Moderate,1
TXN06953,U06953,19.0,Male,9.03,5.78,0.19,5.71,6.57,161.0,17,10.2,High,No,Moderate,1
TXN06954,U06954,,Female,5.4,3.56,2.09,3.62,4.73,209.0,75,6.26,High,No,Mild,0
TXN06955,U06955,,,3.99,3.34,2.79,4.3,6.95,200.0,83,5.66,Medium,Yes,,0
TXN06956,U06956,20.0,Male,5.34,5.38,1.81,0.93,7.82,167.0,106,6.16,Medium,No,Moderate,1
TXN06957,U06957,18.0,Female,6.53,2.92,1.81,1.7,8.44,102.0,87,7.67,High,No,Moderate,1
TXN06958,U06958,34.0,Male,9.04,5.35,3.41,1.93,6.61,233.0,139,11.71,Low,No,Severe,1
TXN06959,U06959,31.0,Male,7.8,3.07,1.95,0.59,8.13,89.0,154,9.0,Medium,No,Mild,0
TXN06960,U06960,29.0,Male,6.63,4.56,0.46,2.4,5.78,34.0,96,8.47,Low,No,Moderate,1
TXN06961,U06961,23.0,Female,6.23,1.54,2.14,5.58,5.02,191.0,150,7.04,Medium,Yes,Mild,0
TXN06962,U06962,25.0,Male,3.46,5.02,3.99,4.51,4.73,122.0,145,4.15,Low,No,Moderate,1
TXN06963,U06963,26.0,Other,7.67,4.21,3.17,4.18,7.93,74.0,158,9.53,Medium,Yes,Severe,1
TXN06964,U06964,19.0,Male,9.81,4.82,3.15,2.14,5.59,85.0,16,12.5,Low,No,Moderate,1
TXN06965,U06965,25.0,Female,10.12,0.76,3.56,5.74,7.39,40.0,74,13.08,High,No,Moderate,1
TXN06966,U06966,20.0,Male,11.09,1.9,3.76,4.15,6.36,245.0,96,12.22,High,No,Moderate,1
TXN06967,U06967,21.0,Female,3.01,1.19,3.01,4.63,8.08,191.0,66,4.18,Low,No,,0
TXN06968,U06968,23.0,Female,6.87,,1.59,1.45,6.71,165.0,63,9.6,Medium,No,Severe,1
TXN06969,U06969,25.0,Male,11.59,4.15,3.56,5.42,6.93,134.0,176,13.82,High,No,Moderate,1
TXN06970,U06970,25.0,Male,7.69,2.91,3.44,1.45,8.86,189.0,81,9.76,Low,No,Moderate,1
TXN06971,U06971,32.0,Female,11.76,1.64,3.99,5.75,7.85,198.0,123,14.39,Medium,No,Moderate,1
TXN06972,U06972,22.0,Male,10.71,4.63,0.57,5.52,5.53,105.0,156,13.05,Low,No,Moderate,1
TXN06973,U06973,27.0,Male,7.36,2.53,1.91,5.16,8.03,199.0,135,10.05,Medium,Yes,Mild,0
TXN06974,U06974,26.0,Female,7.34,4.97,3.02,5.18,8.29,40.0,84,9.69,High,Yes,Moderate,1
TXN06975,U06975,32.0,Male,9.88,3.6,0.49,1.98,6.0,197.0,127,11.19,Low,Yes,Severe,1
TXN06976,U06976,31.0,Other,7.46,3.56,3.96,3.17,8.69,245.0,19,9.66,High,No,Moderate,1
TXN06977,U06977,22.0,Female,10.02,2.6,2.85,3.44,5.95,232.0,71,12.14,Low,Yes,Severe,1
TXN06978,U06978,25.0,Female,3.57,5.01,2.6,4.3,4.53,32.0,82,6.22,Low,Yes,Moderate,1
TXN06979,U06979,19.0,Female,10.74,4.12,3.43,2.9,8.7,202.0,122,11.29,Medium,No,Moderate,1
TXN06980,U06980,26.0,Male,6.45,3.06,2.22,4.65,6.41,71.0,147,6.98,Low,Yes,Mild,0
TXN06981,U06981,33.0,Male,6.31,4.29,2.02,3.04,6.24,132.0,105,8.16,Low,Yes,Moderate,1
TXN06982,U06982,33.0,Other,7.59,5.74,0.61,2.85,5.69,190.0,172,9.71,High,No,Moderate,1
TXN06983,U06983,,Female,11.59,3.74,1.29,1.77,4.76,88.0,35,13.1,High,Yes,Severe,1
TXN06984,U06984,35.0,Other,3.5,4.97,3.45,0.89,7.91,235.0,144,5.0,Medium,No,Moderate,1
TXN06985,U06985,35.0,Other,11.74,3.01,0.9,0.65,4.97,39.0,15,13.93,Medium,Yes,Severe,1
TXN06986,U06986,25.0,Male,11.51,3.88,2.46,1.23,6.76,33.0,21,14.3,High,No,,1
TXN06987,U06987,34.0,Female,3.37,4.63,2.29,4.48,6.32,70.0,34,6.18,Medium,No,Moderate,1
TXN06988,U06988,24.0,Male,10.19,2.25,0.37,5.44,6.84,22.0,117,10.93,High,No,Severe,1
TXN06989,U06989,,Male,4.12,1.49,1.2,2.03,5.05,229.0,157,6.16,Low,No,,0
TXN06990,U06990,23.0,Female,11.99,3.04,1.39,5.98,7.65,101.0,38,13.33,High,Yes,Severe,1
TXN06991,U06991,35.0,Male,9.86,5.9,2.47,2.92,4.92,179.0,119,11.94,High,Yes,Moderate,1
TXN06992,U06992,25.0,Male,7.7,3.48,3.22,0.88,,46.0,154,8.79,Medium,No,Moderate,1
TXN06993,U06993,33.0,Female,11.66,1.05,2.32,5.79,8.55,91.0,55,12.88,High,Yes,,1
TXN06994,U06994,30.0,Other,3.95,3.41,1.7,2.21,5.55,183.0,136,4.95,High,Yes,,0
TXN06995,U06995,19.0,Male,6.6,3.9,3.81,4.9,8.38,77.0,170,7.22,Low,Yes,,1
TXN06996,U06996,30.0,Other,5.09,1.12,1.87,2.67,5.41,32.0,171,5.85,Medium,No,,0
TXN06997,U06997,20.0,Female,5.82,4.32,0.85,0.71,7.3,243.0,134,6.95,Low,Yes,Severe,1
TXN06998,U06998,22.0,Female,10.36,4.29,2.91,1.21,4.97,22.0,63,13.22,Low,No,Severe,1
TXN06999,U06999,25.0,Male,7.57,1.89,3.83,1.21,5.51,185.0,180,9.12,Low,No,Moderate,1
TXN07000,U07000,26.0,Male,5.94,3.6,3.28,5.11,6.45,248.0,109,8.57,High,Yes,Mild,0
TXN07001,U07001,23.0,Female,7.11,3.02,3.49,5.22,6.68,121.0,120,9.88,Low,No,Moderate,1
TXN07002,U07002,29.0,Female,9.39,4.59,2.51,1.41,8.45,101.0,83,10.6,Medium,Yes,Severe,1
TXN07003,U07003,27.0,Male,4.5,2.14,2.35,1.5,5.58,85.0,151,7.23,High,No,Mild,0
TXN07004,U07004,18.0,Other,10.77,4.12,1.26,1.88,6.92,56.0,136,31.23,Medium,Yes,Severe,1
TXN07005,U07005,21.0,Male,11.63,0.99,2.46,1.36,8.86,108.0,146,14.45,Low,Yes,Moderate,1
TXN07006,U07006,30.0,Other,5.63,5.6,3.73,5.8,6.87,152.0,176,6.62,High,No,Severe,1
TXN07007,U07007,31.0,Other,3.34,0.99,3.27,3.38,5.65,178.0,70,5.72,High,Yes,Mild,0
TXN07008,U07008,31.0,Male,7.23,5.01,1.19,2.82,5.71,196.0,68,9.5,Medium,No,Moderate,1
TXN07009,U07009,32.0,Female,8.96,0.76,3.05,3.5,5.21,137.0,72,10.88,Low,No,Moderate,1
TXN07010,U07010,32.0,Female,5.78,4.42,1.56,1.64,5.8,219.0,101,8.33,Low,No,Moderate,1
TXN07011,U07011,35.0,Other,10.7,3.8,3.37,2.86,4.77,115.0,91,11.55,Low,No,Moderate,1
TXN07012,U07012,29.0,Other,6.16,3.2,2.04,1.94,7.11,230.0,109,8.3,High,Yes,Mild,0
